chrom,start,end,label
18,28410245,28411269,0
3,129949673,129950697,0
12,101277258,101278282,0
11,134391256,134392280,0
1,153155793,153156817,0
20,61040521,61041545,0
15,80641623,80642647,0
3,161999657,162000681,0
4,189990308,189991332,0
16,59655427,59656451,0
5,86922247,86923271,0
12,108910117,108911141,0
3,26426775,26427799,0
5,155305050,155306074,0
5,41615236,41616260,0
9,102969259,102970283,0
3,37182608,37183632,0
18,68610289,68611313,0
2,20859718,20860742,0
6,78495713,78496737,0
10,113378588,113379612,0
12,29951328,29952352,0
2,25923602,25924626,0
5,136118024,136119048,0
9,24097097,24098121,0
10,8494647,8495671,0
6,150431659,150432683,0
11,55491609,55492633,0
20,60688066,60689090,0
8,18145707,18146731,0
1,203883835,203884859,0
18,70763634,70764658,0
11,56425023,56426047,0
2,5718745,5719769,0
13,18720636,18721660,0
4,161054524,161055548,0
17,69959783,69960807,0
3,65166016,65167040,0
19,21694905,21695929,0
20,12227235,12228259,0
19,21859210,21860234,0
1,104958370,104959394,0
17,65524661,65525685,0
2,225237439,225238463,0
4,178261969,178262993,0
4,28340812,28341836,0
2,219472001,219473025,0
7,57741169,57742193,0
6,106741009,106742033,0
17,56710539,56711563,0
3,30124820,30125844,0
4,128666882,128667906,0
9,84118426,84119450,0
6,145373544,145374568,0
6,15795301,15796325,0
X,109519747,109520771,0
13,44757793,44758817,0
3,150301306,150302330,0
18,49524814,49525838,0
15,73665913,73666937,0
6,69641797,69642821,0
5,39518398,39519422,0
4,159806159,159807183,0
8,96205869,96206893,0
18,71649863,71650887,0
19,53329805,53330829,0
2,7338739,7339763,0
13,22612270,22613294,0
4,116409828,116410852,0
4,178907844,178908868,0
5,25529646,25530670,0
15,90950104,90951128,0
10,106218110,106219134,0
12,25395397,25396421,0
4,139253900,139254924,0
8,5748541,5749565,0
9,5282213,5283237,0
21,17130407,17131431,0
10,59955854,59956878,0
4,146627891,146628915,0
12,133171249,133172273,0
14,89791169,89792193,0
20,203602,204626,0
1,209062404,209063428,0
15,99485155,99486179,0
X,57157986,57159010,0
9,103758019,103759043,0
11,15522736,15523760,0
19,7705478,7706502,0
3,110545838,110546862,0
7,129171242,129172266,0
4,34504341,34505365,0
6,118375369,118376393,0
1,15802024,15803048,0
7,77983306,77984330,0
11,38742859,38743883,0
X,94075925,94076949,0
10,47970367,47971391,0
2,41589544,41590568,0
1,116068927,116069951,0
6,141231889,141232913,0
13,22995126,22996150,0
19,24373307,24374331,0
9,90135895,90136919,0
2,11219174,11220198,0
6,168191454,168192478,0
14,21520537,21521561,0
2,175172657,175173681,0
4,137260732,137261756,0
1,248648809,248649833,0
3,96017026,96018050,0
16,80952842,80953866,0
2,66844927,66845951,0
5,129044356,129045380,0
2,15823867,15824891,0
5,147931460,147932484,0
6,31380766,31381790,0
4,99377241,99378265,0
X,95799233,95800257,0
7,86178083,86179107,0
2,140191509,140192533,0
6,33347746,33348770,0
4,134993073,134994097,0
4,58284430,58285454,0
11,62022469,62023493,0
5,152345470,152346494,0
13,45756172,45757196,0
1,37065223,37066247,0
16,9677000,9678024,0
7,135539190,135540214,0
7,53272679,53273703,0
6,39734560,39735584,0
5,130255938,130256962,0
6,89217446,89218470,0
3,64040211,64041235,0
8,79405687,79406711,0
13,81094264,81095288,0
3,172025251,172026275,0
2,234559166,234560190,0
1,236639720,236640744,0
18,12078935,12079959,0
2,81606799,81607823,0
5,112542765,112543789,0
9,121520990,121522014,0
11,79750965,79751989,0
11,38233050,38234074,0
14,82870961,82871985,0
15,23887065,23888089,0
12,87351524,87352548,0
19,55942195,55943219,0
4,92046177,92047201,0
4,27962307,27963331,0
3,190972571,190973595,0
14,55975694,55976718,0
13,27767862,27768886,0
7,74506190,74507214,0
2,192302025,192303049,0
6,28847746,28848770,0
14,40583353,40584377,0
11,110791421,110792445,0
5,157946137,157947161,0
17,54820861,54821885,0
3,15372413,15373437,0
11,1331207,1332231,0
3,9572823,9573847,0
5,178233740,178234764,0
3,30157039,30158063,0
2,193868899,193869923,0
1,188848948,188849972,0
15,52836498,52837522,0
3,75159203,75160227,0
6,169339638,169340662,0
20,58168926,58169950,0
2,113573563,113574587,0
8,110314388,110315412,0
2,195227339,195228363,0
1,209466514,209467538,0
18,56250857,56251881,0
20,47858048,47859072,0
4,183374868,183375892,0
2,239032617,239033641,0
22,35056239,35057263,0
2,111320342,111321366,0
8,115820984,115822008,0
4,95830471,95831495,0
X,69401909,69402933,0
14,84264602,84265626,0
16,76933178,76934202,0
4,17157642,17158666,0
4,66932769,66933793,0
10,15766774,15767798,0
7,94704745,94705769,0
2,127002978,127004002,0
3,137219370,137220394,0
2,231631051,231632075,0
8,137286660,137287684,0
7,155058645,155059669,0
2,19763518,19764542,0
17,71895470,71896494,0
2,61548338,61549362,0
19,35238846,35239870,0
3,9760915,9761939,0
11,50812343,50813367,0
6,13872969,13873993,0
4,35886581,35887605,0
10,83666862,83667886,0
19,2471486,2472510,0
17,68771071,68772095,0
1,218084625,218085649,0
18,5399982,5401006,0
10,36007914,36008938,0
7,66105323,66106347,0
8,106958172,106959196,0
11,116075896,116076920,0
8,92119019,92120043,0
5,166180907,166181931,0
5,84942342,84943366,0
12,60002198,60003222,0
15,59862332,59863356,0
7,73433518,73434542,0
14,18237379,18238403,0
13,62468026,62469050,0
13,57250049,57251073,0
2,221257897,221258921,0
20,6194417,6195441,0
10,36896838,36897862,0
3,30028323,30029347,0
2,147170865,147171889,0
1,59083436,59084460,0
15,97902530,97903554,0
1,86186832,86187856,0
3,27585513,27586537,0
6,67116164,67117188,0
6,150084899,150085923,0
7,96447913,96448937,0
5,121498042,121499066,0
19,7687281,7688305,0
X,25538928,25539952,0
15,70099299,70100323,0
6,85818853,85819877,0
4,139639851,139640875,0
4,59181014,59182038,0
2,37877060,37878084,0
2,5898474,5899498,0
18,60239267,60240291,0
1,179944592,179945616,0
10,111117340,111118364,0
4,170431044,170432068,0
X,125464328,125465352,0
22,19162264,19163288,0
11,98910695,98911719,0
15,51835033,51836057,0
X,85711635,85712659,0
21,46568485,46569509,0
2,163225896,163226920,0
X,4429466,4430490,0
4,170907436,170908460,0
7,142532389,142533413,0
9,32826854,32827878,0
X,3556064,3557088,0
9,787050,788074,0
6,142270420,142271444,0
3,191395450,191396474,0
6,1132634,1133658,0
13,79280200,79281224,0
6,65946204,65947228,0
9,118915889,118916913,0
5,80310294,80311318,0
4,144817008,144818032,0
21,17489203,17490227,0
2,88951774,88952798,0
5,81926717,81927741,0
19,21261298,21262322,0
16,77561438,77562462,0
6,2976218,2977242,0
2,142493123,142494147,0
16,17564248,17565272,0
5,154611110,154612134,0
7,29574850,29575874,0
2,138893018,138894042,0
10,69720374,69721398,0
17,57228471,57229495,0
12,61176154,61177178,0
6,6733188,6734212,0
5,119737664,119738688,0
20,49899301,49900325,0
3,161546870,161547894,0
14,43034338,43035362,0
22,23872094,23873118,0
6,29657117,29658141,0
13,84672525,84673549,0
7,10816408,10817432,0
4,25742757,25743781,0
5,5905522,5906546,0
13,70390306,70391330,0
13,56784695,56785719,0
1,35170018,35171042,0
4,62463928,62464952,0
1,98609809,98610833,0
10,90294727,90295751,0
20,54852568,54853592,0
5,106633487,106634511,0
5,109944736,109945760,0
11,69141347,69142371,0
6,148677831,148678855,0
12,8569915,8570939,0
20,59509262,59510286,0
1,95293422,95294446,0
9,100982,102006,0
7,53812065,53813089,0
19,30056120,30057144,0
5,45970432,45971456,0
7,158027887,158028911,0
14,72742680,72743704,0
2,116618559,116619583,0
12,68990085,68991109,0
17,21741106,21742130,0
10,124438136,124439160,0
7,106330887,106331911,0
15,27647459,27648483,0
8,27036609,27037633,0
X,40040897,40041921,0
6,102608889,102609913,0
5,14033161,14034185,0
20,7047804,7048828,0
5,8150004,8151028,0
1,188892058,188893082,0
5,131141574,131142598,0
2,224438305,224439329,0
10,98080770,98081794,0
12,28773671,28774695,0
X,109876082,109877106,0
6,72630565,72631589,0
1,77563680,77564704,0
1,67553125,67554149,0
6,86022313,86023337,0
4,43093652,43094676,0
1,48003711,48004735,0
20,33234614,33235638,0
11,11222964,11223988,0
16,11653205,11654229,0
6,7916841,7917865,0
1,100625820,100626844,0
9,71646656,71647680,0
16,26734962,26735986,0
9,29479221,29480245,0
8,92439842,92440866,0
6,33458922,33459946,0
4,179771605,179772629,0
9,63725631,63726655,0
14,43318878,43319902,0
13,112456635,112457659,0
3,191020801,191021825,0
6,66447550,66448574,0
5,126597030,126598054,0
1,8157417,8158441,0
7,104029516,104030540,0
2,196624769,196625793,0
10,109255141,109256165,0
5,43866494,43867518,0
11,62281444,62282468,0
18,78838836,78839860,0
11,79494818,79495842,0
7,97635272,97636296,0
6,164890773,164891797,0
14,86529063,86530087,0
4,167658537,167659561,0
6,32584685,32585709,0
6,31457497,31458521,0
6,67157253,67158277,0
12,73396604,73397628,0
2,37409681,37410705,0
2,35543638,35544662,0
7,153537501,153538525,0
22,50342520,50343544,0
2,140178297,140179321,0
7,35914713,35915737,0
X,117863220,117864244,0
9,25070749,25071773,0
5,62931566,62932590,0
4,167742491,167743515,0
18,8997814,8998838,0
13,41421349,41422373,0
4,66809817,66810841,0
13,83426040,83427064,0
6,84813308,84814332,0
17,9001246,9002270,0
6,49546054,49547078,0
4,12635674,12636698,0
1,229999079,230000103,0
12,70922267,70923291,0
8,114788563,114789587,0
6,99701253,99702277,0
16,61634393,61635417,0
11,98293804,98294828,0
1,55027046,55028070,0
2,180082278,180083302,0
5,54602529,54603553,0
X,125607097,125608121,0
20,39681978,39683002,0
5,117074487,117075511,0
X,144935819,144936843,0
X,78924786,78925810,0
3,87346150,87347174,0
17,42155060,42156084,0
13,38649934,38650958,0
3,153122102,153123126,0
7,4275703,4276727,0
11,42934407,42935431,0
1,207450523,207451547,0
5,108669782,108670806,0
5,23164626,23165650,0
1,248872743,248873767,0
18,536477,537501,0
10,129823906,129824930,0
6,60692835,60693859,0
18,1473942,1474966,0
4,173075914,173076938,0
11,24197384,24198408,0
4,115888022,115889046,0
2,129336086,129337110,0
6,71595372,71596396,0
22,16193148,16194172,0
9,131825211,131826235,0
X,115983429,115984453,0
X,73702808,73703832,0
14,20050622,20051646,0
19,22738084,22739108,0
2,117102213,117103237,0
X,80191518,80192542,0
1,114344900,114345924,0
3,162789705,162790729,0
5,88199687,88200711,0
1,209345701,209346725,0
5,112363620,112364644,0
12,81998646,81999670,0
12,33886022,33887046,0
15,72991840,72992864,0
21,25163871,25164895,0
4,164843048,164844072,0
7,51736388,51737412,0
17,26866974,26867998,0
10,70899190,70900214,0
2,126028341,126029365,0
11,134674041,134675065,0
7,9815737,9816761,0
6,156642372,156643396,0
3,162955579,162956603,0
11,22396674,22397698,0
X,15184035,15185059,0
7,11968808,11969832,0
16,51904126,51905150,0
9,64803928,64804952,0
6,138122657,138123681,0
4,49110346,49111370,0
16,53344235,53345259,0
17,50771545,50772569,0
X,143731180,143732204,0
1,115043138,115044162,0
6,112711600,112712624,0
10,57566459,57567483,0
1,189644931,189645955,0
21,26639732,26640756,0
1,239990603,239991627,0
X,25217469,25218493,0
11,71722116,71723140,0
X,90306235,90307259,0
7,74014880,74015904,0
1,170379877,170380901,0
12,69151626,69152650,0
1,116744896,116745920,0
1,193454013,193455037,0
X,57824917,57825941,0
9,102823205,102824229,0
17,56732081,56733105,0
19,20950503,20951527,0
X,102160550,102161574,0
3,192973438,192974462,0
7,142984501,142985525,0
X,477159,478183,0
22,19676524,19677548,0
19,43274563,43275587,0
19,24006604,24007628,0
22,12158346,12159370,0
12,129055184,129056208,0
11,100606817,100607841,0
3,196103424,196104448,0
7,65339207,65340231,0
5,5079666,5080690,0
16,4172511,4173535,0
12,31215413,31216437,0
7,46487823,46488847,0
5,91995455,91996479,0
10,13572609,13573633,0
3,98218612,98219636,0
4,179795798,179796822,0
20,38738813,38739837,0
6,31326471,31327495,0
1,153167883,153168907,0
X,122875133,122876157,0
16,9015271,9016295,0
16,52873281,52874305,0
6,152990842,152991866,0
1,91648256,91649280,0
4,65314677,65315701,0
X,142839471,142840495,0
7,129122743,129123767,0
11,80149953,80150977,0
8,79434374,79435398,0
12,33323689,33324713,0
13,104853412,104854436,0
22,34363251,34364275,0
8,26732951,26733975,0
10,53290016,53291040,0
13,18628031,18629055,0
5,21226730,21227754,0
10,58077523,58078547,0
5,19221087,19222111,0
11,115898075,115899099,0
2,236852837,236853861,0
14,84672086,84673110,0
6,48868344,48869368,0
7,85902517,85903541,0
10,65045537,65046561,0
8,106190750,106191774,0
2,68914484,68915508,0
6,110477913,110478937,0
X,109301159,109302183,0
10,4925954,4926978,0
2,90311845,90312869,0
19,20899797,20900821,0
7,73957752,73958776,0
14,88330966,88331990,0
16,26280045,26281069,0
7,101184013,101185037,0
13,61356556,61357580,0
11,42307952,42308976,0
4,179899760,179900784,0
18,77663285,77664309,0
1,198434597,198435621,0
16,79236239,79237263,0
2,88951807,88952831,0
7,155738531,155739555,0
X,144652388,144653412,0
4,179551080,179552104,0
22,16090140,16091164,0
15,87136040,87137064,0
8,83790242,83791266,0
15,36299114,36300138,0
8,95950776,95951800,0
7,109054147,109055171,0
18,66688236,66689260,0
6,107958788,107959812,0
8,46082851,46083875,0
8,98052647,98053671,0
10,37726432,37727456,0
1,125154753,125155777,0
15,62997670,62998694,0
7,45857808,45858832,0
13,37366874,37367898,0
10,130609577,130610601,0
22,22327028,22328052,0
3,141749234,141750258,0
18,37879985,37881009,0
1,111252452,111253476,0
13,31731233,31732257,0
10,93227607,93228631,0
3,22935923,22936947,0
20,63217810,63218834,0
3,177966816,177967840,0
7,54184051,54185075,0
20,4548357,4549381,0
6,9491925,9492949,0
12,16279799,16280823,0
14,54459500,54460524,0
12,73394412,73395436,0
X,96675886,96676910,0
4,118633581,118634605,0
6,23616433,23617457,0
11,115130690,115131714,0
X,90778633,90779657,0
10,18078019,18079043,0
3,30004945,30005969,0
X,88403300,88404324,0
10,9354953,9355977,0
19,41446147,41447171,0
3,155223425,155224449,0
13,76418127,76419151,0
12,67409543,67410567,0
4,71584472,71585496,0
14,43734067,43735091,0
8,2345993,2347017,0
5,16365941,16366965,0
18,22415240,22416264,0
12,59572795,59573819,0
3,103246781,103247805,0
2,126942189,126943213,0
5,39763374,39764398,0
8,83417830,83418854,0
11,10732090,10733114,0
X,25312707,25313731,0
2,210728888,210729912,0
4,151673662,151674686,0
10,124125495,124126519,0
2,87273804,87274828,0
1,229932238,229933262,0
2,83311738,83312762,0
13,90267106,90268130,0
14,25264879,25265903,0
10,47111083,47112107,0
10,71901924,71902948,0
1,247967734,247968758,0
3,120530747,120531771,0
10,44202168,44203192,0
4,59263463,59264487,0
4,74538919,74539943,0
8,133279987,133281011,0
2,173735503,173736527,0
14,95562618,95563642,0
3,80860291,80861315,0
11,71840957,71841981,0
6,31304544,31305568,0
14,65157462,65158486,0
4,188955474,188956498,0
6,26670671,26671695,0
5,42327189,42328213,0
16,24371192,24372216,0
8,13821554,13822578,0
5,80072569,80073593,0
2,15154781,15155805,0
1,112054590,112055614,0
8,94047844,94048868,0
6,165178141,165179165,0
9,37641966,37642990,0
1,248361346,248362370,0
12,61646620,61647644,0
4,79011948,79012972,0
6,32783467,32784491,0
3,105978101,105979125,0
14,58620257,58621281,0
18,67293433,67294457,0
3,98040805,98041829,0
3,75267032,75268056,0
17,56546780,56547804,0
11,60073340,60074364,0
3,152552161,152553185,0
13,44787927,44788951,0
19,14922829,14923853,0
18,43530995,43532019,0
7,55352983,55354007,0
7,15984768,15985792,0
15,97912295,97913319,0
X,147713460,147714484,0
3,126966844,126967868,0
17,35991723,35992747,0
4,60220839,60221863,0
4,183583812,183584836,0
7,56611147,56612171,0
X,33529504,33530528,0
9,21057063,21058087,0
6,18751049,18752073,0
17,76850020,76851044,0
5,13088963,13089987,0
1,194503438,194504462,0
14,95595045,95596069,0
20,39617485,39618509,0
1,234749498,234750522,0
3,5433956,5434980,0
12,4006410,4007434,0
7,4770593,4771617,0
14,98575118,98576142,0
9,131766547,131767571,0
3,88778222,88779246,0
1,156211979,156213003,0
6,71824303,71825327,0
20,25150932,25151956,0
6,129394630,129395654,0
1,102074784,102075808,0
13,83497533,83498557,0
4,18927701,18928725,0
15,58592836,58593860,0
11,25487739,25488763,0
4,102155776,102156800,0
16,26822790,26823814,0
15,46836428,46837452,0
3,198145815,198146839,0
16,4154360,4155384,0
14,43719068,43720092,0
18,49664146,49665170,0
X,102988278,102989302,0
14,28030745,28031769,0
1,183144984,183146008,0
10,29783252,29784276,0
13,57905138,57906162,0
3,194173934,194174958,0
8,77974125,77975149,0
10,117953050,117954074,0
3,189938584,189939608,0
6,32707536,32708560,0
13,90584462,90585486,0
4,77041948,77042972,0
7,53126068,53127092,0
7,109066865,109067889,0
19,23465372,23466396,0
3,171479738,171480762,0
7,49335954,49336978,0
3,130069092,130070116,0
14,95036414,95037438,0
10,64889908,64890932,0
13,47729565,47730589,0
9,82822497,82823521,0
12,39172001,39173025,0
18,7268041,7269065,0
1,187713043,187714067,0
10,81330680,81331704,0
18,70772495,70773519,0
6,87036322,87037346,0
9,81396196,81397220,0
5,83394722,83395746,0
14,40422657,40423681,0
13,37311707,37312731,0
3,140582055,140583079,0
21,44741893,44742917,0
17,35281709,35282733,0
8,20500640,20501664,0
10,9537498,9538522,0
8,57364742,57365766,0
10,83474226,83475250,0
8,113432826,113433850,0
8,79547795,79548819,0
4,117815750,117816774,0
14,95626242,95627266,0
18,14727430,14728454,0
1,181882443,181883467,0
9,119138428,119139452,0
7,66542376,66543400,0
1,83251937,83252961,0
3,30057326,30058350,0
16,67504700,67505724,0
15,67536257,67537281,0
2,73888120,73889144,0
9,64622380,64623404,0
8,119497252,119498276,0
2,89779885,89780909,0
20,56039651,56040675,0
1,106755919,106756943,0
13,19208506,19209530,0
7,110059687,110060711,0
10,123229073,123230097,0
5,6588254,6589278,0
7,67454100,67455124,0
18,13198695,13199719,0
2,173874235,173875259,0
10,18137070,18138094,0
19,1684941,1685965,0
4,49654114,49655138,0
11,87506622,87507646,0
13,59270055,59271079,0
2,219493476,219494500,0
10,3667549,3668573,0
4,7741820,7742844,0
19,23889240,23890264,0
14,101088330,101089354,0
10,131390905,131391929,0
X,120492603,120493627,0
X,69098910,69099934,0
13,94895117,94896141,0
6,91829359,91830383,0
17,6259996,6261020,0
1,22188539,22189563,0
18,73769682,73770706,0
7,109129371,109130395,0
3,158625546,158626570,0
8,75360343,75361367,0
7,31447755,31448779,0
22,22257668,22258692,0
9,122359674,122360698,0
14,94048555,94049579,0
11,2267372,2268396,0
2,83804490,83805514,0
3,161265347,161266371,0
8,46076715,46077739,0
22,48858217,48859241,0
2,117846189,117847213,0
1,179455411,179456435,0
17,34653108,34654132,0
20,23909676,23910700,0
6,82399854,82400878,0
4,38234262,38235286,0
4,174024780,174025804,0
8,58481349,58482373,0
13,44777497,44778521,0
4,176337937,176338961,0
6,144281731,144282755,0
15,59134958,59135982,0
X,116185217,116186241,0
3,128435640,128436664,0
21,26833110,26834134,0
10,127469576,127470600,0
3,75379804,75380828,0
14,103726762,103727786,0
3,186904714,186905738,0
17,46254956,46255980,0
11,25224097,25225121,0
16,25499304,25500328,0
13,106091051,106092075,0
9,96125931,96126955,0
8,5257973,5258997,0
1,47591335,47592359,0
6,164574107,164575131,0
11,94349953,94350977,0
4,45916984,45918008,0
14,40477791,40478815,0
8,114781065,114782089,0
8,57296863,57297887,0
13,84649354,84650378,0
3,196213885,196214909,0
6,62336041,62337065,0
5,175388805,175389829,0
7,64859247,64860271,0
6,66306566,66307590,0
21,27198215,27199239,0
21,33265726,33266750,0
8,51202996,51204020,0
3,22586118,22587142,0
17,60987020,60988044,0
2,106630644,106631668,0
19,54491368,54492392,0
2,218059846,218060870,0
11,89634103,89635127,0
2,85088361,85089385,0
2,82355941,82356965,0
X,117881020,117882044,0
8,9127351,9128375,0
6,127685526,127686550,0
9,105007975,105008999,0
6,80951366,80952390,0
2,206116562,206117586,0
7,154911813,154912837,0
10,107414250,107415274,0
4,28679414,28680438,0
7,53184411,53185435,0
19,23438738,23439762,0
3,119572944,119573968,0
5,540344,541368,0
22,34564493,34565517,0
5,110232068,110233092,0
4,125528105,125529129,0
19,2838962,2839986,0
7,128954129,128955153,0
8,25739359,25740383,0
2,5596498,5597522,0
13,81504783,81505807,0
7,53300716,53301740,0
12,73655989,73657013,0
15,78398812,78399836,0
X,143056109,143057133,0
1,238601887,238602911,0
5,29303023,29304047,0
2,106278213,106279237,0
2,36257140,36258164,0
1,4038161,4039185,0
3,24107131,24108155,0
1,189110851,189111875,0
19,34137867,34138891,0
9,111661153,111662177,0
12,90151443,90152467,0
12,94699408,94700432,0
5,71665688,71666712,0
5,23882024,23883048,0
2,126363316,126364340,0
18,40643871,40644895,0
2,169537012,169538036,0
20,2434400,2435424,0
X,136518755,136519779,0
6,32706281,32707305,0
14,44792041,44793065,0
1,241424827,241425851,0
19,54697241,54698265,0
2,239756124,239757148,0
13,61527031,61528055,0
12,6741547,6742571,0
1,111080117,111081141,0
12,38992847,38993871,0
13,90371951,90372975,0
10,127480358,127481382,0
6,164879521,164880545,0
X,127322901,127323925,0
6,29949252,29950276,0
4,54187160,54188184,0
1,30275972,30276996,0
11,42285616,42286640,0
11,104221273,104222297,0
5,181146057,181147081,0
15,44206992,44208016,0
12,128022230,128023254,0
17,82100077,82101101,0
3,1454809,1455833,0
5,32342680,32343704,0
5,178941095,178942119,0
7,100927810,100928834,0
6,1109769,1110793,0
5,34043960,34044984,0
1,24606517,24607541,0
15,59709024,59710048,0
10,29017340,29018364,0
8,16075502,16076526,0
3,192008393,192009417,0
10,57723100,57724124,0
21,10723873,10724897,0
X,36632248,36633272,0
3,195613941,195614965,0
6,21389382,21390406,0
22,18612682,18613706,0
17,38829785,38830809,0
12,97833807,97834831,0
17,74573573,74574597,0
5,68038514,68039538,0
4,120629588,120630612,0
15,36838307,36839331,0
9,111993454,111994478,0
19,4631900,4632924,0
X,106127861,106128885,0
5,24978800,24979824,0
3,137720997,137722021,0
12,29002736,29003760,0
11,128829300,128830324,0
6,18687646,18688670,0
4,44867573,44868597,0
10,120446593,120447617,0
3,71668696,71669720,0
8,137186110,137187134,0
7,73665552,73666576,0
7,126214264,126215288,0
20,59454541,59455565,0
13,108504541,108505565,0
X,87892736,87893760,0
22,46240573,46241597,0
1,199809422,199810446,0
6,155642262,155643286,0
8,342245,343269,0
8,75902439,75903463,0
5,29465870,29466894,0
16,74833103,74834127,0
2,226076399,226077423,0
1,161153366,161154390,0
16,79554130,79555154,0
3,1448985,1450009,0
4,65070794,65071818,0
21,46592931,46593955,0
2,60811976,60813000,0
9,78550574,78551598,0
11,27286989,27288013,0
3,147416245,147417269,0
13,88454387,88455411,0
4,46605226,46606250,0
4,57273804,57274828,0
4,179870482,179871506,0
8,10488667,10489691,0
3,103467774,103468798,0
1,17473906,17474930,0
20,21556320,21557344,0
5,180897207,180898231,0
6,106877691,106878715,0
4,133239408,133240432,0
X,127811363,127812387,0
13,91321598,91322622,0
1,26812738,26813762,0
8,24936782,24937806,0
14,105999916,106000940,0
6,32570855,32571879,0
2,184417062,184418086,0
14,57981963,57982987,0
6,87836099,87837123,0
6,7982291,7983315,0
6,69403106,69404130,0
8,55597761,55598785,0
16,13648615,13649639,0
13,23177003,23178027,0
16,64931328,64932352,0
8,34078007,34079031,0
8,49896460,49897484,0
4,26803000,26804024,0
8,35139347,35140371,0
X,127284841,127285865,0
2,234651107,234652131,0
18,62321979,62323003,0
14,21495708,21496732,0
3,31181808,31182832,0
1,220322466,220323490,0
13,21974302,21975326,0
18,72017333,72018357,0
3,21258113,21259137,0
7,121514639,121515663,0
15,60331946,60332970,0
16,20138281,20139305,0
12,56888471,56889495,0
14,86466310,86467334,0
5,100632260,100633284,0
12,20777785,20778809,0
9,7672125,7673149,0
18,46094913,46095937,0
7,142249149,142250173,0
16,86444971,86445995,0
2,209749354,209750378,0
7,52271590,52272614,0
8,42139773,42140797,0
5,118676756,118677780,0
4,183540738,183541762,0
14,41317141,41318165,0
17,12355712,12356736,0
6,67327392,67328416,0
9,81573836,81574860,0
8,110673564,110674588,0
13,76065442,76066466,0
16,4847874,4848898,0
4,130846726,130847750,0
22,48855653,48856677,0
7,9325147,9326171,0
6,163837237,163838261,0
6,85844518,85845542,0
4,72690631,72691655,0
7,155145324,155146348,0
7,128300530,128301554,0
X,143212787,143213811,0
6,2361166,2362190,0
1,79501153,79502177,0
12,65267942,65268966,0
12,51885756,51886780,0
18,30272659,30273683,0
18,71503494,71504518,0
4,189444470,189445494,0
13,30712463,30713487,0
1,188267505,188268529,0
1,231085992,231087016,0
5,27693555,27694579,0
8,143684588,143685612,0
13,103282883,103283907,0
9,31134301,31135325,0
1,191641630,191642654,0
1,182730470,182731494,0
5,30879363,30880387,0
18,44070321,44071345,0
18,7174230,7175254,0
5,56265523,56266547,0
5,83585436,83586460,0
5,123774976,123776000,0
7,28933289,28934313,0
20,57897333,57898357,0
15,37673751,37674775,0
18,28943576,28944600,0
13,105079841,105080865,0
13,97138993,97140017,0
5,142242319,142243343,0
3,26822197,26823221,0
5,27507872,27508896,0
17,40580332,40581356,0
1,18598319,18599343,0
18,6640142,6641166,0
15,49072573,49073597,0
X,147680001,147681025,0
16,60220998,60222022,0
6,110971618,110972642,0
5,6560530,6561554,0
2,195103417,195104441,0
4,108039293,108040317,0
X,116509983,116511007,0
2,183188520,183189544,0
9,113744457,113745481,0
7,89642585,89643609,0
7,25291157,25292181,0
16,77534872,77535896,0
3,80520731,80521755,0
6,67836045,67837069,0
3,103982065,103983089,0
2,11011021,11012045,0
4,13210295,13211319,0
9,115880196,115881220,0
3,12249014,12250038,0
9,31538493,31539517,0
6,93192733,93193757,0
12,8573556,8574580,0
5,71911552,71912576,0
2,226274905,226275929,0
7,134273544,134274568,0
5,103787222,103788246,0
13,83108303,83109327,0
13,69352943,69353967,0
3,163935399,163936423,0
6,120454480,120455504,0
4,136559799,136560823,0
X,15688707,15689731,0
17,34418005,34419029,0
8,26701450,26702474,0
10,11894261,11895285,0
2,16181910,16182934,0
11,48694380,48695404,0
X,13971769,13972793,0
6,6668191,6669215,0
7,97365967,97366991,0
21,28850150,28851174,0
21,31041032,31042056,0
11,33221396,33222420,0
4,184105063,184106087,0
1,157600575,157601599,0
14,55738583,55739607,0
12,70462264,70463288,0
9,103578136,103579160,0
8,101005886,101006910,0
13,38950889,38951913,0
5,54602468,54603492,0
6,4979452,4980476,0
19,3705662,3706686,0
4,183426867,183427891,0
X,76203855,76204879,0
7,156356319,156357343,0
20,24036464,24037488,0
3,194909565,194910589,0
12,23377279,23378303,0
12,76004121,76005145,0
16,22159195,22160219,0
6,166267441,166268465,0
14,98645310,98646334,0
1,20005135,20006159,0
12,126570729,126571753,0
14,105776360,105777384,0
1,11596206,11597230,0
4,23906104,23907128,0
1,75090454,75091478,0
21,39863737,39864761,0
14,53985703,53986727,0
6,164750888,164751912,0
19,22722504,22723528,0
7,125852522,125853546,0
11,118277431,118278455,0
12,29089023,29090047,0
18,2652365,2653389,0
16,4129731,4130755,0
14,25587391,25588415,0
6,165195949,165196973,0
6,12659521,12660545,0
9,88613978,88615002,0
10,104514343,104515367,0
17,52808634,52809658,0
4,28828834,28829858,0
2,206098277,206099301,0
14,51714008,51715032,0
18,28436515,28437539,0
2,77009457,77010481,0
2,58371065,58372089,0
4,85390240,85391264,0
1,163362277,163363301,0
9,120385607,120386631,0
3,111998904,111999928,0
7,127361603,127362627,0
16,18744765,18745789,0
X,95985169,95986193,0
5,122279716,122280740,0
15,52819315,52820339,0
8,143224544,143225568,0
19,42961531,42962555,0
1,104834276,104835300,0
4,1508490,1509514,0
4,60985182,60986206,0
15,62322945,62323969,0
14,43657903,43658927,0
21,23945290,23946314,0
