chrom,start,end,label
X,38408794,38409818,1
2,27313032,27314056,1
2,161420232,161421256,1
19,43258907,43259931,0
6,32589669,32590693,0
1,193105521,193106545,0
5,179618243,179619267,1
3,195781259,195782283,0
11,111883850,111884874,0
16,8811116,8812140,1
6,42704560,42705584,1
13,102741653,102742677,0
5,157491842,157492866,0
17,65826239,65827263,0
X,154931640,154932664,1
7,94409385,94410409,1
11,114571381,114572405,0
17,50186386,50187410,1
11,111878625,111879649,0
16,31110716,31111740,1
13,110192257,110193281,1
12,132816737,132817761,0
19,39486463,39487487,1
19,13889357,13890381,0
2,165992306,165993330,1
6,118651267,118652291,1
1,21575897,21576921,1
9,20764871,20765895,0
20,45207532,45208556,0
9,93955005,93956029,0
17,8003294,8004318,1
3,12584624,12585648,1
6,42704461,42705485,1
9,2086950,2087974,1
3,48570886,48571910,1
22,18126846,18127870,1
22,16799932,16800956,0
6,149889587,149890611,0
3,12604189,12605213,1
8,17991638,17992662,0
7,100793959,100794983,0
5,55968325,55969349,0
5,75196131,75197155,0
1,233379229,233380253,0
2,113060902,113061926,1
7,139079314,139080338,0
16,17108900,17109924,0
19,54279520,54280544,0
20,3916938,3917962,1
15,88855374,88856398,0
7,141750329,141751353,1
2,232522594,232523618,1
18,12984145,12985169,0
18,224184,225208,0
15,66436818,66437842,1
6,36426039,36427063,0
X,37803886,37804910,1
22,50526142,50527166,1
3,37001046,37002070,1
1,237784176,237785200,1
16,668514,669538,0
17,43063909,43064933,1
20,63564680,63565704,0
X,43949888,43950912,1
1,47416622,47417646,1
7,117611635,117612659,1
22,37650688,37651712,0
14,64801797,64802821,1
17,42979628,42980652,0
22,37983359,37984383,1
12,56042167,56043191,1
21,30592597,30593621,0
16,88856760,88857784,1
5,58976421,58977445,1
16,90063728,90064752,0
15,27851397,27852421,1
14,21888371,21889395,0
10,89014221,89015245,1
X,1418988,1420012,0
9,128219192,128220216,1
15,48481661,48482685,1
4,71752617,71753641,0
5,71602628,71603652,1
X,154774651,154775675,1
1,75740065,75741089,1
12,52487760,52488784,0
2,195987187,195988211,0
14,104945363,104946387,0
12,9888765,9889789,0
12,106369591,106370615,1
3,123328687,123329711,1
19,42583332,42584356,0
7,41966273,41967297,1
6,32666564,32667588,0
16,56192252,56193276,1
9,99149253,99150277,1
6,89662855,89663879,0
16,58734225,58735249,0
21,39347945,39348969,0
14,74409652,74410676,0
11,74277122,74278146,0
4,6300735,6301759,1
14,50332025,50333049,0
21,33616592,33617616,0
2,73913626,73914650,1
2,32126970,32127994,1
1,21577475,21578499,1
7,143339289,143340313,1
1,100196319,100197343,1
4,17526840,17527864,0
13,31797224,31798248,0
3,193363333,193364357,0
15,48456641,48457665,1
16,11425350,11426374,0
19,54667913,54668937,0
11,62666701,62667725,0
5,1411328,1412352,1
11,5390009,5391033,0
3,24143539,24144563,1
6,29044290,29045314,0
16,88643420,88644444,0
14,30878912,30879936,1
X,38352697,38353721,1
15,48505075,48506099,1
17,78507511,78508535,0
2,174572212,174573236,0
12,50843019,50844043,0
3,10146522,10147546,1
12,102843688,102844712,1
1,43921681,43922705,0
X,153743031,153744055,1
12,55247511,55248535,0
11,22625808,22626832,1
16,2281191,2282215,1
3,196228891,196229915,0
6,49512037,49513061,0
17,80112920,80113944,1
16,31466773,31467797,1
19,41967744,41968768,1
18,45800871,45801895,0
9,2060867,2061891,1
13,110625264,110626288,1
15,48463222,48464246,1
5,55114271,55115295,0
5,126583993,126585017,1
2,135162521,135163545,0
4,143700626,143701650,0
3,184140120,184141144,1
1,149487339,149488363,0
X,38403679,38404703,1
12,68316112,68317136,0
15,40936384,40937408,1
11,2583535,2584559,1
4,47936957,47937981,1
3,8745664,8746688,1
5,162142238,162143262,1
12,52395161,52396185,0
21,37490370,37491394,1
3,38551070,38552094,1
17,44383630,44384654,1
1,94046932,94047956,1
9,132281483,132282507,1
8,52940311,52941335,0
8,10611723,10612747,0
1,201069559,201070583,0
8,123698489,123699513,0
3,36993661,36994685,1
3,36993550,36994574,1
17,42322473,42323497,1
2,26458218,26459242,1
17,78993860,78994884,1
19,44819487,44820511,0
1,212836127,212837151,0
15,82151809,82152833,1
15,48427680,48428704,1
19,1221997,1223021,1
1,52921543,52922567,0
X,77633302,77634326,1
2,84823998,84825022,0
6,139288869,139289893,0
2,189562113,189563137,1
22,43540339,43541363,0
1,179907853,179908877,0
7,94410251,94411275,1
11,65870647,65871671,1
5,140857963,140858987,0
1,226984892,226985916,1
5,37245583,37246607,1
13,113147490,113148514,1
17,54942351,54943375,0
2,189004091,189005115,1
3,194617695,194618719,0
11,64804513,64805537,1
17,73236742,73237766,0
11,20607583,20608607,1
6,32042495,32043519,0
3,121695214,121696238,0
1,17044767,17045791,1
3,193643558,193644582,1
17,39965740,39966764,0
14,91881295,91882319,1
X,154380979,154382003,1
6,29942563,29943587,0
10,120886785,120887809,1
10,102835350,102836374,1
11,59125976,59127000,1
17,37411381,37412405,0
17,42323034,42324058,1
7,5528637,5529661,1
20,6778468,6779492,0
14,22519994,22521018,0
2,233274722,233275746,0
3,155116548,155117572,1
19,41970391,41971415,1
1,176894700,176895724,0
6,137219326,137220350,1
22,29356474,29357498,1
6,10404565,10405589,1
11,7488335,7489359,0
7,37850665,37851689,0
3,11362856,11363880,1
8,141192757,141193781,0
1,148931908,148932932,1
X,123428057,123429081,1
22,50627257,50628281,1
1,248650448,248651472,0
4,163471965,163472989,0
2,32127013,32128037,1
12,2593260,2594284,1
2,108929342,108930366,1
20,49374515,49375539,1
1,156130658,156131682,1
5,150056112,150057136,1
X,154861762,154862786,1
16,68810224,68811248,1
3,48859119,48860143,1
9,2088568,2089592,1
4,55411783,55412807,1
15,74338654,74339678,1
X,38411898,38412922,1
7,117535248,117536272,1
19,42224684,42225708,0
5,151829060,151830084,1
3,122540759,122541783,0
1,160128764,160129788,1
14,23425814,23426838,1
17,53823475,53824499,0
2,238257003,238258027,1
22,49910085,49911109,1
1,94062606,94063630,1
19,15192289,15193313,1
11,65204815,65205839,0
9,2086863,2087887,1
6,83170448,83171472,0
16,88809793,88810817,1
2,200533001,200534025,0
X,154532629,154533653,1
12,109595118,109596142,1
19,19526257,19527281,1
15,48510088,48511112,1
12,31984578,31985602,0
X,153905901,153906925,1
20,63413555,63414579,1
2,47476450,47477474,1
1,43183837,43184861,0
16,12665109,12666133,0
17,47307614,47308638,1
14,77555328,77556352,1
17,50195293,50196317,1
14,104950622,104951646,0
19,10823859,10824883,1
20,4699813,4700837,1
11,36575468,36576492,1
15,65396929,65397953,0
16,2085322,2086346,1
19,2278756,2279780,0
14,102009939,102010963,1
2,28601926,28602950,0
15,48456681,48457705,1
1,1232834,1233858,1
3,184242813,184243837,1
X,154534125,154535149,1
20,45891714,45892738,1
20,45409934,45410958,0
20,10641853,10642877,0
14,21360512,21361536,1
2,37952230,37953254,0
2,85553413,85554437,0
16,89935700,89936724,1
2,144400291,144401315,0
20,2658236,2659260,0
7,16406231,16407255,1
3,150928186,150929210,1
19,32976507,32977531,0
20,63978317,63979341,0
17,50185576,50186600,1
7,5943439,5944463,0
16,3356626,3357650,0
11,63304838,63305862,0
9,35067916,35068940,1
22,50526467,50527491,1
12,132064755,132065779,0
9,104752933,104753957,0
7,30976439,30977463,1
X,154969486,154970510,1
11,71837419,71838443,0
5,150247814,150248838,1
2,74378104,74379128,1
11,58191025,58192049,0
6,137002076,137003100,0
8,93804765,93805789,1
17,42610535,42611559,1
17,40779560,40780584,0
19,16325451,16326475,0
X,640843,641867,1
14,73491067,73492091,0
X,149498202,149499226,1
6,4069451,4070475,0
X,12887891,12888915,1
2,102351752,102352776,0
1,156880092,156881116,1
6,157174117,157175141,1
20,58909365,58910389,1
5,73123440,73124464,0
19,7540675,7541699,1
5,150125571,150126595,1
20,63687668,63688692,1
3,128481270,128482294,1
17,40866783,40867807,1
1,232428551,232429575,0
7,143330856,143331880,1
7,148829818,148830842,1
14,54902342,54903366,1
1,183647959,183648983,0
3,48621576,48622600,0
15,72346679,72347703,1
14,94587553,94588577,0
17,31156061,31157085,1
1,201207523,201208547,0
22,38078689,38079713,0
19,32858462,32859486,1
12,52519120,52520144,1
6,35505787,35506811,1
7,6154121,6155145,0
15,78762558,78763582,0
17,50201513,50202537,1
12,49026326,49027350,1
8,64615194,64616218,1
11,128911724,128912748,1
11,112233524,112234548,1
7,94409350,94410374,1
7,12361157,12362181,0
16,50711449,50712473,1
11,72294047,72295071,1
7,40073623,40074647,0
17,43093222,43094246,1
4,87491654,87492678,0
14,21918484,21919508,0
1,160283549,160284573,1
1,100990487,100991511,1
X,57592412,57593436,0
2,236581237,236582261,1
11,66510660,66511684,1
4,5989749,5990773,0
X,132100704,132101728,1
7,94409804,94410828,1
2,166058648,166059672,1
11,1251524,1252548,0
19,53889707,53890731,1
11,14885849,14886873,1
6,116120324,116121348,1
2,177234078,177235102,1
22,50744827,50745851,0
4,5989357,5990381,0
17,50195574,50196598,1
12,21842327,21843351,1
9,127826510,127827534,1
7,100889133,100890157,0
5,1264408,1265432,1
X,108668445,108669469,1
3,183840614,183841638,0
7,128254557,128255581,1
12,102912816,102913840,1
17,3724918,3725942,0
7,94410483,94411507,1
18,36145968,36146992,0
3,48572924,48573948,1
1,94031803,94032827,1
1,169477534,169478558,1
3,177047319,177048343,1
2,162272377,162273401,1
7,117530921,117531945,1
16,89778835,89779859,1
10,71645842,71646866,1
11,77156016,77157040,1
17,75779144,75780168,1
1,1212898,1213922,0
17,50186885,50187909,1
12,13615611,13616635,1
2,70212739,70213763,1
15,89776769,89777793,0
X,71392653,71393677,1
15,40416126,40417150,1
8,56010094,56011118,1
11,17388084,17389108,1
14,105769430,105770454,0
8,116857267,116858291,1
1,13390382,13391406,0
X,139956284,139957308,0
2,135230846,135231870,0
12,120994262,120995286,1
7,57469686,57470710,0
2,189008107,189009131,1
19,14054392,14055416,0
11,1083761,1084785,0
3,30674127,30675151,1
19,34996221,34997245,0
1,1668373,1669397,0
22,24898188,24899212,0
17,63918072,63919096,1
4,87616357,87617381,0
11,47260473,47261497,0
19,15537914,15538938,1
12,52469429,52470453,0
12,2655228,2656252,1
13,37564552,37565576,0
3,191375521,191376545,0
1,165249614,165250638,1
5,150056041,150057065,1
X,154902084,154903108,1
20,63495972,63496996,1
14,106622595,106623619,0
12,51915378,51916402,1
1,9263569,9264593,1
5,161701621,161702645,0
15,48432956,48433980,1
20,45898107,45899131,1
X,108597378,108598402,1
15,96334247,96335271,1
16,3597691,3598715,0
2,98396000,98397024,1
17,41462934,41463958,0
13,24793144,24794168,0
12,47974235,47975259,1
8,22102585,22103609,0
17,80105857,80106881,1
20,63444712,63445736,1
15,28702528,28703552,0
19,20545971,20546995,0
20,3083037,3084061,1
3,349417,350441,0
12,56349213,56350237,0
1,24379802,24380826,0
4,109961965,109962989,0
11,112226516,112227540,1
19,12431839,12432863,0
19,33210614,33211638,0
6,49458029,49459053,1
12,13571858,13572882,1
17,35548243,35549267,0
12,109784378,109785402,1
11,55795860,55796884,0
12,32602217,32603241,1
X,69616705,69617729,1
11,2572102,2573126,1
3,122261769,122262793,1
19,18075812,18076836,1
15,68214387,68215411,1
15,45068982,45070006,0
12,25052867,25053891,0
11,66708251,66709275,1
19,43614036,43615060,0
X,74525802,74526826,1
1,201365297,201366321,1
3,98169021,98170045,0
13,23331862,23332886,1
21,30371992,30373016,0
X,103776997,103778021,1
3,133973758,133974782,1
2,189007545,189008569,1
22,42627326,42628350,1
X,67722861,67723885,1
4,7778855,7779879,0
11,20783740,20784764,0
17,50191418,50192442,1
11,1246095,1247119,0
19,852329,853353,1
X,20209307,20210331,1
X,634803,635827,1
1,40819459,40820483,1
6,79916817,79917841,1
9,104536720,104537744,0
2,113074735,113075759,0
X,154532677,154533701,1
5,825165,826189,0
17,29128171,29129195,0
X,154992962,154993986,1
11,44114237,44115261,1
19,10561817,10562841,0
6,10404509,10405533,1
15,82759440,82760464,0
2,230212961,230213985,0
1,197435170,197436194,1
2,142985142,142986166,1
14,100381370,100382394,0
11,31801893,31802917,1
21,46366609,46367633,0
16,24906727,24907751,0
19,35125412,35126436,0
11,2571333,2572357,1
7,88125600,88126624,0
15,57192224,57193248,1
6,96610677,96611701,0
15,48468534,48469558,1
10,102450978,102452002,0
2,165389364,165390388,1
X,101398790,101399814,1
11,61959514,61960538,1
X,10449709,10450733,1
19,11129610,11130634,1
2,241090011,241091035,0
1,204121886,204122910,0
15,40936352,40937376,1
6,158757313,158758337,0
12,57012660,57013684,0
17,82035188,82036212,0
1,17024040,17025064,1
1,146344380,146345404,0
2,39022773,39023797,1
10,88823335,88824359,0
2,48721717,48722741,0
10,80274539,80275563,1
13,48459708,48460732,1
11,92801276,92802300,0
4,154235863,154236887,0
12,52315903,52316927,1
3,57379184,57380208,0
4,1002435,1003459,1
X,20204103,20205127,1
3,50365164,50366188,1
3,196241987,196243011,1
17,5391656,5392680,0
17,74613950,74614974,0
12,7765340,7766364,0
12,57233892,57234916,1
12,8662103,8663127,1
4,40119942,40120966,0
2,26581379,26582403,0
17,42329642,42330666,1
17,2681734,2682758,1
3,48573047,48574071,1
19,35560067,35561091,0
16,19116025,19117049,0
11,101062681,101063705,0
10,49133909,49134933,0
3,193314137,193315161,0
19,11105306,11106330,1
6,46168247,46169271,0
19,41422293,41423317,1
22,50221196,50222220,1
20,56386407,56387431,0
12,47844858,47845882,1
4,6301295,6302319,0
2,189006938,189007962,1
3,10149822,10150846,1
17,43106477,43107501,1
17,10692932,10693956,1
19,14706736,14707760,0
3,122755274,122756298,0
10,125815120,125816144,1
3,57198277,57199301,1
9,37425994,37427018,1
9,2086865,2087889,1
10,133240100,133241124,0
1,1232471,1233495,1
16,172913,173937,1
11,2583535,2584559,1
3,13629036,13630060,0
19,18787494,18788518,1
10,80275195,80276219,1
6,31411338,31412362,0
16,83899263,83900287,1
16,66580105,66581129,0
1,236757607,236758631,1
3,53823890,53824914,0
17,40822119,40823143,1
12,51329715,51330739,0
7,30755672,30756696,0
16,9829491,9830515,1
22,29358929,29359953,1
X,154558649,154559673,1
19,21538001,21539025,0
X,120626713,120627737,1
17,50190099,50191123,1
2,222297061,222298085,1
10,132785372,132786396,1
13,39682261,39683285,1
6,32664923,32665947,0
7,128676978,128678002,0
X,134475255,134476279,1
7,143321718,143322742,1
17,31327718,31328742,1
4,134199911,134200935,0
9,133404019,133405043,0
9,96819286,96820310,0
10,102380593,102381617,0
19,12076106,12077130,0
1,16936795,16937819,0
15,83942615,83943639,0
2,185763216,185764240,0
10,14842510,14843534,0
15,48421678,48422702,1
13,48456349,48457373,1
14,20454644,20455668,1
19,52435108,52436132,0
11,58031899,58032923,0
6,41198417,41199441,0
14,87934788,87935812,1
17,63941939,63942963,1
X,139561773,139562797,1
8,37872938,37873962,0
2,218871647,218872671,0
4,7715205,7716229,0
14,62950522,62951546,1
11,5986042,5987066,0
3,189868614,189869638,1
1,183186354,183187378,1
X,139560772,139561796,1
11,119088298,119089322,1
16,1220111,1221135,0
19,33210492,33211516,0
2,97658891,97659915,0
11,3825024,3826048,1
16,89649495,89650519,1
20,4699780,4700804,1
17,50167642,50168666,1
15,25370741,25371765,1
7,55174015,55175039,1
1,36432466,36433490,0
9,135759686,135760710,1
1,26191303,26192327,0
3,196509662,196510686,0
10,122506765,122507789,1
17,50195967,50196991,1
8,8020009,8021033,0
11,65297219,65298243,0
1,233262967,233263991,0
7,100891037,100892061,0
9,71734930,71735954,0
7,21884396,21885420,0
19,3110191,3111215,1
16,5078816,5079840,0
6,148544121,148545145,0
8,144414792,144415816,1
8,143538921,143539945,0
10,97059560,97060584,0
14,21084898,21085922,0
19,12896958,12897982,1
21,43063038,43064062,1
2,166052884,166053908,1
18,31592974,31593998,1
11,71548776,71549800,0
20,63438651,63439675,1
1,42930754,42931778,1
12,8222216,8223240,0
X,136209392,136210416,1
22,36292060,36293084,1
14,23424119,23425143,1
2,165381144,165382168,1
18,2700839,2701863,1
1,171636341,171637365,1
7,82952942,82953966,0
8,40005362,40006386,0
12,8177104,8178128,0
5,42688937,42689961,1
X,101375203,101376227,1
1,40092171,40093195,1
19,14152561,14153585,1
3,70977828,70978852,1
7,140781602,140782626,1
12,109561061,109562085,1
5,484647,485671,1
21,42375756,42376780,1
7,44147807,44148831,1
12,95300167,95301191,0
8,144360408,144361432,1
19,55027604,55028628,1
5,55948949,55949973,0
5,50757181,50758205,0
15,48472629,48473653,1
20,49374430,49375454,1
9,135503570,135504594,1
2,130598749,130599773,0
17,4560404,4561428,0
5,79732690,79733714,0
19,8592797,8593821,1
2,74534412,74535436,0
16,764942,765966,0
6,32522009,32523033,0
6,54940276,54941300,0
1,150553568,150554592,0
12,52791216,52792240,1
15,73343533,73344557,1
19,17338626,17339650,1
4,154490787,154491811,0
10,121517394,121518418,1
3,36996624,36997648,1
2,32128415,32129439,1
2,32115814,32116838,1
1,16125304,16126328,1
12,51916191,51917215,1
2,96328019,96329043,0
14,35404551,35405575,1
2,230212395,230213419,0
9,110472227,110473251,0
8,22163458,22164482,1
3,11360633,11361657,1
1,1291509,1292533,0
1,1319063,1320087,0
17,16444011,16445035,0
19,39889672,39890696,0
12,109573479,109574503,1
6,31862112,31863136,1
16,1912131,1913155,0
16,75631194,75632218,1
13,101068026,101069050,1
13,52024566,52025590,1
8,97277486,97278510,0
17,2666090,2667114,1
X,69957093,69958117,1
20,63433885,63434909,1
9,131554649,131555673,0
19,2253781,2254805,0
14,73198057,73199081,1
10,119676962,119677986,1
19,55311976,55313000,0
18,57580062,57581086,1
6,54019045,54020069,0
13,45596474,45597498,0
X,50346749,50347773,1
12,109185711,109186735,0
7,143935740,143936764,0
6,52024735,52025759,1
2,31531405,31532429,1
3,33065551,33066575,1
4,186258056,186259080,0
17,1733656,1734680,0
6,16290530,16291554,0
20,21706590,21707614,1
7,76441911,76442935,0
11,87302396,87303420,0
9,34648822,34649846,1
18,26862428,26863452,0
7,100687853,100688877,0
10,71799129,71800153,0
11,123432080,123433104,0
3,195726143,195727167,0
6,57100898,57101922,0
9,69516661,69517685,0
12,122322822,122323846,0
11,56346117,56347141,0
7,30755820,30756844,0
7,117504336,117505360,1
17,60078703,60079727,0
7,98953322,98954346,1
19,48873325,48874349,0
12,119130791,119131815,0
17,70175938,70176962,1
17,28858482,28859506,1
12,120988982,120990006,1
20,57563565,57564589,0
17,10639068,10640092,1
19,14718937,14719961,0
18,60372178,60373202,1
19,15187921,15188945,1
1,34761665,34762689,1
12,120988933,120989957,1
6,31861204,31862228,1
11,17387935,17388959,1
9,129615621,129616645,0
15,49987465,49988489,0
18,31592999,31594023,1
7,36281212,36282236,0
3,81578024,81579048,0
7,94408789,94409813,1
X,71381836,71382860,1
1,237445489,237446513,1
2,27566994,27568018,0
X,38401402,38402426,1
1,42497129,42498153,0
2,27130639,27131663,0
3,49856402,49857426,1
4,1804377,1805401,1
17,38604500,38605524,0
1,147908521,147909545,1
8,10616532,10617556,0
15,74180887,74181911,1
4,122742215,122743239,1
21,44558708,44559732,0
7,100994606,100995630,0
4,1056865,1057889,0
11,43855148,43856172,0
7,127611134,127612158,0
12,124012317,124013341,0
17,41487088,41488112,0
19,11111582,11112606,1
14,20229430,20230454,0
17,19665042,19666066,1
3,114171968,114172992,0
3,138397342,138398366,1
11,68386525,68387549,1
X,139548372,139549396,1
5,168486499,168487523,1
X,67717535,67718559,1
5,135446886,135447910,0
14,81143945,81144969,1
2,165998091,165999115,1
9,35059723,35060747,1
20,10672990,10674014,1
6,41932668,41933692,0
1,201386541,201387565,0
X,153934889,153935913,1
19,9102403,9103427,0
1,26336871,26337895,0
11,2572087,2573111,1
2,25245326,25246350,1
6,29943469,29944493,0
2,29213992,29215016,1
19,52582406,52583430,0
11,112233502,112234526,1
1,67095407,67096431,0
12,14511316,14512340,0
10,116555268,116556292,1
19,55154148,55155172,1
6,75923668,75924692,0
10,128108410,128109434,0
3,52396510,52397534,0
10,78035589,78036613,1
12,122981757,122982781,0
9,34637268,34638292,1
17,62664556,62665580,0
X,67711620,67712644,1
14,87992996,87994020,1
X,24066002,24067026,1
6,32666523,32667547,0
1,229433056,229434080,1
6,117548123,117549147,0
3,126498141,126499165,1
9,101421899,101422923,1
2,166002695,166003719,1
16,20480678,20481702,0
14,21325895,21326919,1
17,31221931,31222955,1
3,197852595,197853619,0
17,7900707,7901731,1
2,190986916,190987940,1
11,59457135,59458159,0
13,43880988,43882012,1
17,7222272,7223296,1
19,55483456,55484480,0
14,59465213,59466237,0
11,75717913,75718937,0
2,222613892,222614916,1
21,46115881,46116905,1
1,68444882,68445906,1
16,71934024,71935048,0
19,38585976,38587000,1
9,39118199,39119223,0
19,49054953,49055977,0
3,47084336,47085360,1
3,179209622,179210646,0
7,94414222,94415246,1
12,122241075,122242099,0
13,48456316,48457340,1
3,189867906,189868930,1
5,59215856,59216880,1
11,280221,281245,0
7,150952480,150953504,1
3,3139613,3140637,0
19,14764576,14765600,0
17,31258415,31259439,1
19,8085509,8086533,0
12,120993613,120994637,1
19,35546998,35548022,1
1,162776264,162777288,1
16,89283630,89284654,0
16,23478390,23479414,0
17,80113001,80114025,1
1,32695611,32696635,0
14,60713939,60714963,0
12,108564313,108565337,1
19,58416942,58417966,0
3,195780355,195781379,0
1,13778644,13779668,0
9,990653,991677,0
14,24416400,24417424,0
2,165310377,165311401,1
15,48229233,48230257,1
11,32392704,32393728,1
14,21979011,21980035,0
17,42329642,42330666,1
16,1450552,1451576,1
X,149503425,149504449,1
15,74330192,74331216,0
13,51942516,51943540,1
3,48575419,48576443,1
13,27254247,27255271,1
X,38369863,38370887,1
19,1004711,1005735,0
9,127815806,127816830,1
2,10790777,10791801,0
11,68410076,68411100,1
20,58999423,59000447,0
1,94098839,94099863,1
13,23411252,23412276,0
17,31260403,31261427,1
14,100292940,100293964,0
21,39348568,39349592,0
10,104263031,104264055,0
1,45327927,45328951,1
20,53996010,53997034,0
22,25231717,25232741,1
16,89746853,89747877,1
X,38403648,38404672,1
15,68211811,68212835,1
X,53413260,53414284,1
10,89010779,89011803,1
9,2081902,2082926,1
5,119526018,119527042,0
1,171517773,171518797,0
8,33503763,33504787,1
18,23536874,23537898,1
2,189006355,189007379,1
4,76739146,76740170,0
2,218661846,218662870,1
9,91298023,91299047,1
11,56989189,56990213,0
19,53889693,53890717,1
X,38401292,38402316,1
4,1803725,1804749,1
16,67657765,67658789,0
4,99522563,99523587,0
5,96803892,96804916,0
5,95900755,95901779,0
2,169318824,169319848,0
11,119092500,119093524,1
19,8513151,8514175,0
X,37805076,37806100,1
2,31526225,31527249,1
3,88466811,88467835,0
17,6637309,6638333,0
12,52237529,52238553,0
7,88794801,88795825,0
3,50320438,50321462,0
1,39463640,39464664,1
10,5766123,5767147,0
4,177440340,177441364,1
11,13010964,13011988,0
7,57121011,57122035,0
19,38736287,38737311,0
5,181005666,181006690,0
6,49619284,49620308,1
2,113246853,113247877,1
17,70175683,70176707,1
12,9079672,9080696,0
12,27762785,27763809,0
7,101037891,101038915,0
12,75207609,75208633,1
6,32042353,32043377,1
7,128748594,128749618,0
8,20179202,20180226,0
21,37195708,37196732,0
2,165388671,165389695,1
10,130035934,130036958,0
19,44948787,44949811,1
21,14224451,14225475,0
17,31229148,31230172,1
18,50805183,50806207,0
16,75556194,75557218,0
19,50323609,50324633,1
16,89562939,89563963,1
16,89696855,89697879,0
17,50196652,50197676,1
3,87273487,87274511,1
22,32358399,32359423,0
6,10830570,10831594,1
21,32298972,32299996,1
11,61955771,61956795,1
8,143923759,143924783,0
15,48452636,48453660,1
4,26861160,26862184,0
1,9972098,9973122,1
2,73601411,73602435,0
7,7506060,7507084,0
15,34791293,34792317,1
20,34999395,35000419,0
6,152451129,152452153,0
1,94041396,94042420,1
6,33080680,33081704,0
15,66119103,66120127,0
13,110152419,110153443,1
X,150592616,150593640,1
1,42738540,42739564,1
2,240618980,240620004,0
5,140647294,140648318,1
8,10610079,10611103,0
4,10087781,10088805,1
1,110603889,110604913,1
16,2110773,2111797,1
6,3010156,3011180,0
19,12813425,12814449,1
11,1190429,1191453,0
9,117713,118737,0
1,246885532,246886556,0
17,7673778,7674802,1
7,5528467,5529491,1
6,85489515,85490539,0
8,142742385,142743409,1
20,49374931,49375955,1
1,248488626,248489650,0
3,179234296,179235320,1
5,13894785,13895809,0
19,40377937,40378961,0
X,154906421,154907445,1
11,77189348,77190372,1
7,44147679,44148703,1
19,7504396,7505420,0
12,102840492,102841516,1
12,40441116,40442140,0
1,19269630,19270654,0
17,70175263,70176287,1
12,52567115,52568139,1
21,44330821,44331845,1
4,158697656,158698680,1
6,32166733,32167757,0
2,48963566,48964590,1
16,3523261,3524285,1
X,154984714,154985738,1
17,41308527,41309551,0
16,31489034,31490058,1
10,69572760,69573784,1
9,114167820,114168844,0
17,40089416,40090440,1
2,26284908,26285932,1
X,154532711,154533735,1
2,127428587,127429611,1
8,20216455,20217479,1
15,48495575,48496599,1
12,21859647,21860671,1
1,229432988,229434012,1
7,64219721,64220745,0
4,73419547,73420571,1
21,44540035,44541059,0
6,106619322,106620346,1
6,5085838,5086862,0
9,131863088,131864112,1
2,188988117,188989141,1
6,32741489,32742513,0
20,63472178,63473202,1
10,87960921,87961945,1
10,43113622,43114646,1
17,18672454,18673478,0
14,102326049,102327073,0
1,152303673,152304697,0
3,184711626,184712650,0
14,22503757,22504781,0
9,72700522,72701546,0
X,154371130,154372154,1
2,1477383,1478407,0
12,4912093,4913117,1
2,27092384,27093408,0
1,6575171,6576195,0
X,45191866,45192890,0
12,10997641,10998665,0
2,88088038,88089062,0
12,66645820,66646844,0
18,68837222,68838246,0
17,782400,783424,0
19,55227266,55228290,0
7,107690148,107691172,1
20,63495975,63496999,1
2,227121111,227122135,1
22,50626036,50627060,1
19,41397315,41398339,0
1,204159399,204160423,1
19,1004741,1005765,0
2,1484596,1485620,1
12,57564211,57565235,1
X,22190457,22191481,1
19,590172,591196,0
5,82058570,82059594,0
19,8056212,8057236,0
5,176943401,176944425,0
11,5225722,5226746,1
11,73235095,73236119,0
10,87933223,87934247,1
6,28363317,28364341,0
14,95094115,95095139,1
X,154413507,154414531,1
2,134713295,134714319,1
14,60115335,60116359,0
1,160042308,160043332,1
4,105449353,105450377,1
14,49852753,49853777,1
2,134987559,134988583,0
3,193643996,193645020,1
16,79211923,79212947,0
12,16272722,16273746,0
7,94410251,94411275,1
2,71124357,71125381,0
17,2681770,2682794,1
7,88184320,88185344,0
2,240775875,240776899,1
10,16877053,16878077,0
1,18854899,18855923,0
15,89306178,89307202,1
17,72122802,72123826,1
6,152094402,152095426,1
17,81701634,81702658,0
2,230185999,230187023,0
X,71223784,71224808,1
2,200571832,200572856,0
X,38421050,38422074,1
11,5820471,5821495,0
2,168818296,168819320,0
11,93784720,93785744,0
X,22219098,22220122,1
15,88465686,88466710,0
14,21325943,21326967,1
2,161419042,161420066,1
1,3752641,3753665,0
20,3083012,3084036,1
X,101492707,101493731,0
19,11100343,11101367,1
2,174750127,174751151,1
3,98591111,98592135,1
9,135779426,135780450,1
11,121307242,121308266,1
16,67940230,67941254,1
11,65618735,65619759,0
3,195780461,195781485,0
17,42543933,42544957,1
14,28768076,28769100,1
11,77205599,77206623,1
11,4587032,4588056,0
4,2915035,2916059,0
5,126559262,126560286,1
6,34530551,34531575,0
1,152216485,152217509,0
19,15682425,15683449,0
16,67940193,67941217,1
20,49374519,49375543,1
15,100887654,100888678,1
15,72351168,72352192,1
8,117837172,117838196,1
1,27356039,27357063,0
9,122628595,122629619,0
17,40488873,40489897,0
7,103311832,103312856,1
10,47487301,47488325,0
18,48121,49145,0
3,42758273,42759297,0
21,46227567,46228591,1
X,37805020,37806044,1
19,54252059,54253083,0
5,113433962,113434986,0
1,152798057,152799081,0
15,89327201,89328225,1
